timestamp,filename,width,height,encoding,seq
1778586898.992786884,images/frame_000676.pgm,1280,720,mono8,676
1778586899.059792995,images/frame_000677.pgm,1280,720,mono8,677
1778586899.126384974,images/frame_000678.pgm,1280,720,mono8,678
1778586899.193097830,images/frame_000679.pgm,1280,720,mono8,679
1778586899.259919882,images/frame_000680.pgm,1280,720,mono8,680
1778586899.326658964,images/frame_000681.pgm,1280,720,mono8,681
1778586899.393237829,images/frame_000682.pgm,1280,720,mono8,682
1778586899.460045815,images/frame_000683.pgm,1280,720,mono8,683
1778586899.526932955,images/frame_000684.pgm,1280,720,mono8,684
1778586899.593583822,images/frame_000685.pgm,1280,720,mono8,685
1778586899.660151958,images/frame_000686.pgm,1280,720,mono8,686
1778586899.726874828,images/frame_000687.pgm,1280,720,mono8,687
1778586899.793568850,images/frame_000688.pgm,1280,720,mono8,688
1778586899.860286951,images/frame_000689.pgm,1280,720,mono8,689
1778586899.927109957,images/frame_000690.pgm,1280,720,mono8,690
1778586899.993811846,images/frame_000691.pgm,1280,720,mono8,691
1778586900.060704947,images/frame_000692.pgm,1280,720,mono8,692
1778586900.127341032,images/frame_000693.pgm,1280,720,mono8,693
1778586900.194089890,images/frame_000694.pgm,1280,720,mono8,694
1778586900.260906935,images/frame_000695.pgm,1280,720,mono8,695
1778586900.327450037,images/frame_000696.pgm,1280,720,mono8,696
1778586900.394238949,images/frame_000697.pgm,1280,720,mono8,697
1778586900.461076021,images/frame_000698.pgm,1280,720,mono8,698
1778586900.527834892,images/frame_000699.pgm,1280,720,mono8,699
1778586900.594588995,images/frame_000700.pgm,1280,720,mono8,700
1778586900.661150932,images/frame_000701.pgm,1280,720,mono8,701
1778586900.727916956,images/frame_000702.pgm,1280,720,mono8,702
1778586900.794706821,images/frame_000703.pgm,1280,720,mono8,703
1778586900.861454964,images/frame_000704.pgm,1280,720,mono8,704
1778586900.928004026,images/frame_000705.pgm,1280,720,mono8,705
1778586900.994954824,images/frame_000706.pgm,1280,720,mono8,706
1778586901.061468840,images/frame_000707.pgm,1280,720,mono8,707
1778586901.128233910,images/frame_000708.pgm,1280,720,mono8,708
1778586901.195011854,images/frame_000709.pgm,1280,720,mono8,709
1778586901.261981010,images/frame_000710.pgm,1280,720,mono8,710
1778586901.328400850,images/frame_000711.pgm,1280,720,mono8,711
1778586901.395184994,images/frame_000712.pgm,1280,720,mono8,712
1778586901.461805820,images/frame_000713.pgm,1280,720,mono8,713
1778586901.529085875,images/frame_000714.pgm,1280,720,mono8,714
1778586901.595408916,images/frame_000715.pgm,1280,720,mono8,715
1778586901.662142992,images/frame_000716.pgm,1280,720,mono8,716
1778586901.728950977,images/frame_000717.pgm,1280,720,mono8,717
1778586901.795491934,images/frame_000718.pgm,1280,720,mono8,718
1778586901.862214804,images/frame_000719.pgm,1280,720,mono8,719
1778586901.928926945,images/frame_000720.pgm,1280,720,mono8,720
1778586901.995747805,images/frame_000721.pgm,1280,720,mono8,721
1778586902.062377930,images/frame_000722.pgm,1280,720,mono8,722
1778586902.129118919,images/frame_000723.pgm,1280,720,mono8,723
1778586902.195907831,images/frame_000724.pgm,1280,720,mono8,724
1778586902.262739897,images/frame_000725.pgm,1280,720,mono8,725
1778586902.329521894,images/frame_000726.pgm,1280,720,mono8,726
1778586902.396189928,images/frame_000727.pgm,1280,720,mono8,727
1778586902.463059902,images/frame_000728.pgm,1280,720,mono8,728
1778586902.529819965,images/frame_000729.pgm,1280,720,mono8,729
1778586902.596498013,images/frame_000730.pgm,1280,720,mono8,730
1778586902.663131952,images/frame_000731.pgm,1280,720,mono8,731
1778586902.729960918,images/frame_000732.pgm,1280,720,mono8,732
1778586902.796483994,images/frame_000733.pgm,1280,720,mono8,733
1778586902.863296032,images/frame_000734.pgm,1280,720,mono8,734
1778586902.930022955,images/frame_000735.pgm,1280,720,mono8,735
1778586902.996873856,images/frame_000736.pgm,1280,720,mono8,736
1778586903.063647032,images/frame_000737.pgm,1280,720,mono8,737
1778586903.130208969,images/frame_000738.pgm,1280,720,mono8,738
1778586903.196861982,images/frame_000739.pgm,1280,720,mono8,739
1778586903.263691902,images/frame_000740.pgm,1280,720,mono8,740
1778586903.330331802,images/frame_000741.pgm,1280,720,mono8,741
1778586903.397286892,images/frame_000742.pgm,1280,720,mono8,742
1778586903.463840961,images/frame_000743.pgm,1280,720,mono8,743
1778586903.530671835,images/frame_000744.pgm,1280,720,mono8,744
1778586903.597298861,images/frame_000745.pgm,1280,720,mono8,745
1778586903.664183855,images/frame_000746.pgm,1280,720,mono8,746
1778586903.730893850,images/frame_000747.pgm,1280,720,mono8,747
1778586903.797627926,images/frame_000748.pgm,1280,720,mono8,748
1778586903.864372969,images/frame_000749.pgm,1280,720,mono8,749
1778586903.930981874,images/frame_000750.pgm,1280,720,mono8,750
1778586903.997947931,images/frame_000751.pgm,1280,720,mono8,751
1778586904.064751863,images/frame_000752.pgm,1280,720,mono8,752
1778586904.131196022,images/frame_000753.pgm,1280,720,mono8,753
1778586904.197927952,images/frame_000754.pgm,1280,720,mono8,754
1778586904.264873028,images/frame_000755.pgm,1280,720,mono8,755
1778586904.331806898,images/frame_000756.pgm,1280,720,mono8,756
1778586904.398250818,images/frame_000757.pgm,1280,720,mono8,757
1778586904.464941978,images/frame_000758.pgm,1280,720,mono8,758
1778586904.531634808,images/frame_000759.pgm,1280,720,mono8,759
1778586904.598397970,images/frame_000760.pgm,1280,720,mono8,760
1778586904.665104866,images/frame_000761.pgm,1280,720,mono8,761
1778586904.731829882,images/frame_000762.pgm,1280,720,mono8,762
1778586904.798571825,images/frame_000763.pgm,1280,720,mono8,763
1778586904.865202904,images/frame_000764.pgm,1280,720,mono8,764
1778586904.931934834,images/frame_000765.pgm,1280,720,mono8,765
1778586904.998865843,images/frame_000766.pgm,1280,720,mono8,766
1778586905.065830946,images/frame_000767.pgm,1280,720,mono8,767
1778586905.132251978,images/frame_000768.pgm,1280,720,mono8,768
1778586905.198957920,images/frame_000769.pgm,1280,720,mono8,769
1778586905.265762806,images/frame_000770.pgm,1280,720,mono8,770
1778586905.332407951,images/frame_000771.pgm,1280,720,mono8,771
1778586905.399155855,images/frame_000772.pgm,1280,720,mono8,772
1778586905.465886831,images/frame_000773.pgm,1280,720,mono8,773
1778586905.532704830,images/frame_000774.pgm,1280,720,mono8,774
1778586905.599509954,images/frame_000775.pgm,1280,720,mono8,775
1778586905.666220903,images/frame_000776.pgm,1280,720,mono8,776
1778586905.733059883,images/frame_000777.pgm,1280,720,mono8,777
1778586905.799654961,images/frame_000778.pgm,1280,720,mono8,778
1778586905.866324902,images/frame_000779.pgm,1280,720,mono8,779
1778586905.933110952,images/frame_000780.pgm,1280,720,mono8,780
1778586906.000036001,images/frame_000781.pgm,1280,720,mono8,781
1778586906.066581964,images/frame_000782.pgm,1280,720,mono8,782
1778586906.133248806,images/frame_000783.pgm,1280,720,mono8,783
1778586906.200165987,images/frame_000784.pgm,1280,720,mono8,784
1778586906.266849995,images/frame_000785.pgm,1280,720,mono8,785
1778586906.333650827,images/frame_000786.pgm,1280,720,mono8,786
1778586906.400501013,images/frame_000787.pgm,1280,720,mono8,787
1778586906.466892958,images/frame_000788.pgm,1280,720,mono8,788
1778586906.533667803,images/frame_000789.pgm,1280,720,mono8,789
1778586906.600481033,images/frame_000790.pgm,1280,720,mono8,790
1778586906.667090893,images/frame_000791.pgm,1280,720,mono8,791
1778586906.733860016,images/frame_000792.pgm,1280,720,mono8,792
1778586906.800729990,images/frame_000793.pgm,1280,720,mono8,793
1778586906.867540836,images/frame_000794.pgm,1280,720,mono8,794
1778586906.934068918,images/frame_000795.pgm,1280,720,mono8,795
1778586907.000916004,images/frame_000796.pgm,1280,720,mono8,796
1778586907.067646027,images/frame_000797.pgm,1280,720,mono8,797
1778586907.134469986,images/frame_000798.pgm,1280,720,mono8,798
1778586907.201084852,images/frame_000799.pgm,1280,720,mono8,799
1778586907.267892838,images/frame_000800.pgm,1280,720,mono8,800
1778586907.334717035,images/frame_000801.pgm,1280,720,mono8,801
1778586907.401400805,images/frame_000802.pgm,1280,720,mono8,802
1778586907.467939854,images/frame_000803.pgm,1280,720,mono8,803
1778586907.534778833,images/frame_000804.pgm,1280,720,mono8,804
1778586907.601652861,images/frame_000805.pgm,1280,720,mono8,805
1778586907.668191910,images/frame_000806.pgm,1280,720,mono8,806
1778586907.734784842,images/frame_000807.pgm,1280,720,mono8,807
1778586907.801728010,images/frame_000808.pgm,1280,720,mono8,808
1778586907.868402958,images/frame_000809.pgm,1280,720,mono8,809
1778586907.935036898,images/frame_000810.pgm,1280,720,mono8,810
1778586908.001804829,images/frame_000811.pgm,1280,720,mono8,811
1778586908.068568945,images/frame_000812.pgm,1280,720,mono8,812
1778586908.135267019,images/frame_000813.pgm,1280,720,mono8,813
1778586908.202176809,images/frame_000814.pgm,1280,720,mono8,814
1778586908.268788815,images/frame_000815.pgm,1280,720,mono8,815
1778586908.335745811,images/frame_000816.pgm,1280,720,mono8,816
1778586908.402390003,images/frame_000817.pgm,1280,720,mono8,817
1778586908.468936920,images/frame_000818.pgm,1280,720,mono8,818
1778586908.535836935,images/frame_000819.pgm,1280,720,mono8,819
1778586908.602495909,images/frame_000820.pgm,1280,720,mono8,820
1778586908.669071913,images/frame_000821.pgm,1280,720,mono8,821
1778586908.735945940,images/frame_000822.pgm,1280,720,mono8,822
1778586908.802663803,images/frame_000823.pgm,1280,720,mono8,823
1778586908.869601011,images/frame_000824.pgm,1280,720,mono8,824
1778586908.936057806,images/frame_000825.pgm,1280,720,mono8,825
1778586909.002782822,images/frame_000826.pgm,1280,720,mono8,826
1778586909.069653034,images/frame_000827.pgm,1280,720,mono8,827
1778586909.136541843,images/frame_000828.pgm,1280,720,mono8,828
1778586909.203159809,images/frame_000829.pgm,1280,720,mono8,829
1778586909.269752979,images/frame_000830.pgm,1280,720,mono8,830
1778586909.336526871,images/frame_000831.pgm,1280,720,mono8,831
1778586909.403151035,images/frame_000832.pgm,1280,720,mono8,832
1778586909.469925880,images/frame_000833.pgm,1280,720,mono8,833
1778586909.536749840,images/frame_000834.pgm,1280,720,mono8,834
1778586909.603492975,images/frame_000835.pgm,1280,720,mono8,835
1778586909.670049906,images/frame_000836.pgm,1280,720,mono8,836
1778586909.736826897,images/frame_000837.pgm,1280,720,mono8,837
1778586909.803653955,images/frame_000838.pgm,1280,720,mono8,838
1778586909.870409012,images/frame_000839.pgm,1280,720,mono8,839
1778586909.937110901,images/frame_000840.pgm,1280,720,mono8,840
1778586910.003779888,images/frame_000841.pgm,1280,720,mono8,841
1778586910.070634842,images/frame_000842.pgm,1280,720,mono8,842
1778586910.137215853,images/frame_000843.pgm,1280,720,mono8,843
1778586910.203989983,images/frame_000844.pgm,1280,720,mono8,844
1778586910.270722866,images/frame_000845.pgm,1280,720,mono8,845
1778586910.337563992,images/frame_000846.pgm,1280,720,mono8,846
1778586910.404276848,images/frame_000847.pgm,1280,720,mono8,847
1778586910.470959902,images/frame_000848.pgm,1280,720,mono8,848
1778586910.537787914,images/frame_000849.pgm,1280,720,mono8,849
1778586910.604419947,images/frame_000850.pgm,1280,720,mono8,850
1778586910.671108007,images/frame_000851.pgm,1280,720,mono8,851
1778586910.737936020,images/frame_000852.pgm,1280,720,mono8,852
1778586910.804785013,images/frame_000853.pgm,1280,720,mono8,853
1778586910.871441841,images/frame_000854.pgm,1280,720,mono8,854
1778586910.938428879,images/frame_000855.pgm,1280,720,mono8,855
1778586911.004804850,images/frame_000856.pgm,1280,720,mono8,856
1778586911.071597815,images/frame_000857.pgm,1280,720,mono8,857
1778586911.138351917,images/frame_000858.pgm,1280,720,mono8,858
